	PMIDs	nDCG@5	nDCG@10	nDCG@15	nDCG@20	nDCG@25	nDCG@50
470	23220691	0.8869	0.6926	0.6724	0.7046	0.7087	0.8509
471	23222299	0.7215	0.7684	0.6995	0.6701	0.6314	0.7652
472	23232447	0.1312	0.2679	0.2378	0.2536	0.2536	0.4338
473	23238088	0.7557	0.7086	0.7117	0.7368	0.7721	0.8589
474	23238821	0.8869	0.8744	0.8451	0.8268	0.8326	0.9379
475	23255122	0.7896	0.6073	0.5592	0.5214	0.5501	0.7908
476	23260180	0.7699	0.762	0.7572	0.7978	0.825	0.8606
477	23266025	0.1869	0.2704	0.2883	0.3232	0.3366	0.5577
478	23291766	0.4464	0.4491	0.4821	0.5229	0.5505	0.7728
479	23295254	0.6062	0.5321	0.5787	0.5787	0.6933	0.7612
480	23301099	0.7375	0.7118	0.6734	0.6449	0.6508	0.8036
481	23305951	0.3594	0.4397	0.5149	0.5228	0.5561	0.6644
482	23315723	0.8151	0.7887	0.7462	0.7218	0.7265	0.8541
483	23317047	0.3392	0.235	0.3006	0.4145	0.5704	0.6608
484	23320207	0.0	0.0	0.0868	0.1667	0.1667	0.1667
485	23321776	0.1461	0.2381	0.2381	0.2381	0.2381	0.4178
486	23323601	0.9125	0.8486	0.8091	0.7868	0.7717	0.9163
487	23338794	0.6307	0.6548	0.6462	0.6424	0.6839	0.7886
488	23342204	0.5417	0.4178	0.4704	0.5261	0.5053	0.6881
489	23342270	0.2105	0.2815	0.3713	0.4385	0.4581	0.5613
490	23349991	0.8151	0.7365	0.6458	0.6835	0.7001	0.8626
491	23350560	0.467	0.3956	0.3819	0.371	0.3833	0.6156
492	23364938	0.6608	0.7375	0.7072	0.734	0.7339	0.8664
493	23371912	0.2667	0.2904	0.3049	0.3367	0.3302	0.5158
494	23375892	0.8869	0.7878	0.7541	0.731	0.7683	0.8315
495	23376078	0.9125	0.7915	0.7048	0.6191	0.6158	0.8357
496	23394599	0.76	0.6159	0.728	0.7331	0.7508	0.8478
497	23398192	0.6725	0.6944	0.7324	0.7325	0.7326	0.8455
498	23433471	0.467	0.3496	0.3351	0.3266	0.3954	0.6299
499	23441151	0.76	0.6102	0.5764	0.5707	0.6532	0.8144
500	23441821	0.3495	0.3851	0.385	0.4177	0.4307	0.6534
501	23442375	0.673	0.7878	0.6868	0.6267	0.6583	0.7835
502	23450434	0.214	0.2864	0.4433	0.4433	0.4433	0.5549
